student_id,predicted_dropout_probability,predicted_dropout_flag,risk_category,support_action,observed_outcome
860,0.898511766322437,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
861,0.7566107705951938,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
862,0.9972702209331731,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
863,0.543015430674073,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
864,0.992202991449201,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
865,0.682678761601188,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
866,0.047146466579892625,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
867,0.9906616245254862,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
868,0.970319006984922,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
869,0.29631765083183514,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
870,0.2938763923896066,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
871,0.003917837939949341,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
872,0.9858987712026621,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
873,0.2677872088033263,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
874,0.32866951466446975,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
875,0.11912824154623311,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
876,0.03644076042707129,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
877,0.28007428873286017,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
878,0.9793245258267271,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
879,0.19868682448908348,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
880,0.3984862028848094,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
881,0.12305204013188517,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
882,0.5099758100565732,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Graduate
883,0.996710963154916,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
884,0.99429308962603,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
885,0.042169384854214474,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
886,0.801610711079253,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Graduate
887,0.21571223035623818,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
888,0.09302941977745331,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
889,0.017862775808196507,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
890,0.1951992757310552,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
891,0.12081228904543473,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
892,0.8727538548291537,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
893,0.06688705468456779,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
894,0.9916640740843654,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
895,0.006379843695500479,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
896,0.9448433830303998,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
897,0.0669860473496601,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
898,0.03486483364583263,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
899,0.1197021761190528,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
900,0.08054753416899708,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
901,0.4386530095865541,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
902,0.02511579054819163,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
903,0.10318801363791126,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
904,0.07359664583646246,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
905,0.9050574785952484,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
906,0.027138368282112267,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
907,0.9874481135053769,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
908,0.022772156723418095,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
909,0.3825388464311658,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
910,0.48424425987089986,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
911,0.0754890520113262,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
912,0.11916906821900981,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
913,0.9567535814511262,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
914,0.036660209361365576,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
915,0.9885751363342845,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
916,0.011182848681033338,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
917,0.9978163230539905,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
918,0.9864939833632983,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
919,0.06946140502598717,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
920,0.09525594400335781,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
921,0.060901575621256795,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
922,0.05634739494164904,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
923,0.22767307209604715,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
924,0.9809245271819265,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
925,0.599987302886774,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
926,0.08948890175176552,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
927,0.9738302525423792,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
928,0.2575043495144208,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
929,0.6367010028945738,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
930,0.9099844903457239,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
931,0.7062173010796914,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Enrolled
932,0.07935343159511275,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
933,0.2961750956477695,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
934,0.631433146533407,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
935,0.10374783236149779,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
936,0.015084667457664768,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
937,0.9728037122556191,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
938,0.04717005333386641,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
939,0.14132257113710578,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
940,0.8451335362413466,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
941,0.1645246554442344,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
942,0.07351336015158834,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
943,0.9512957741175219,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Enrolled
944,0.9830750096728037,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
945,0.046396434385725153,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
946,0.23686186190047265,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
947,0.13033658463039136,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
948,0.9965935525210013,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
949,0.9216939239240945,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Graduate
950,0.9895189561471012,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
951,0.3240579721759063,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
952,0.9993318526907459,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
953,0.03821543621009255,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
954,0.9876117841824433,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
955,0.9681574877865692,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
956,0.9220724414650433,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
957,0.15356149130471053,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
958,0.3535588733013905,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Graduate
959,0.12156986188668512,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
960,0.9953262737764272,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
961,0.9972023600263247,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
962,0.036477304640406105,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
963,0.326374637054198,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
964,0.3732104407512046,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
965,0.15297951946199448,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
966,0.021953045681071308,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
967,0.9936912616381666,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
968,0.9898444848284048,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
969,0.9998452282311829,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
970,0.6832222324148066,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Enrolled
971,0.7738826448894323,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Graduate
972,0.9376613114956376,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
973,0.9971576383648714,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
974,0.757856656921449,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Graduate
975,0.5325264701643458,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Graduate
976,0.9453584328364919,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Enrolled
977,0.12362275744173372,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
978,0.009550797939795887,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
979,0.9003251859466401,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
980,0.058907884014988456,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
981,0.6575401656944608,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
982,0.18755070888844408,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
983,0.06998466036140542,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
984,0.46152556431980746,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
985,0.5730496590489326,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
986,0.05733645257162494,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
987,0.22657291198495266,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
988,0.8522003822093807,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
989,0.7760219119250328,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
990,0.9575879492745332,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
991,0.03908340175757988,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
992,0.1800211751658376,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
993,0.09026547514048096,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
994,0.1036481812460368,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
995,0.015387934140315692,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
996,0.03728454058089154,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
997,0.029698879065376375,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
998,0.17804013867314614,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
999,0.20250833929920256,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1000,0.390944011178938,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
1001,0.9828758151520856,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1002,0.9962298602707618,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1003,0.4854352205228687,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Graduate
1004,0.27405377710522927,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1005,0.07050528402539903,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
1006,0.15375312106205094,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1007,0.05361823561741378,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1008,0.024717025999980265,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1009,0.021662697204690017,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1010,0.11161064892116314,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1011,0.09176745702916574,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1012,0.16423146613749207,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1013,0.043825994027736126,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1014,0.9661430775134253,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1015,0.007676513172482726,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1016,0.1042650162255362,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1017,0.9459301615620581,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1018,0.018597832819229197,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1019,0.9970147680614049,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1020,0.3599522085050061,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Graduate
1021,0.013526513984992584,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1022,0.12224702232906982,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1023,0.07409964731887184,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1024,0.07400658891189811,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1025,0.006813716773105863,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1026,0.9519421696732265,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1027,0.0837193221890187,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1028,0.10900618650240006,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1029,0.05994821128080414,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1030,0.06978328741934615,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1031,0.3133735085684233,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1032,0.4149573682969222,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
1033,0.23626821842970774,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1034,0.07631458767738598,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1035,0.9723592520544974,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1036,0.0230348842147211,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1037,0.9188354640516722,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1038,0.019309453063710857,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1039,0.1959391020431375,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1040,0.293752862586957,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1041,0.24391362531539804,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1042,0.0713271125907565,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1043,0.08121462828679092,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1044,0.11059910082622948,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1045,0.29293721364818137,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1046,0.9777444190716205,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1047,0.10908293111133477,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
1048,0.11394134370025683,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1049,0.020294481112658955,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1050,0.02422532480569907,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1051,0.29389721461567453,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1052,0.05486187123603586,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1053,0.054056314986087706,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
1054,0.037526791530677325,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1055,0.03717463361049174,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1056,0.028566454546490046,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1057,0.04764767076309952,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
1058,0.04036799989032073,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1059,0.8226577921000578,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1060,0.04117883997424375,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1061,0.9057243290955231,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1062,0.9555274298889381,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1063,0.06997863979042254,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1064,0.019098363951838723,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1065,0.6461513041713137,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
1066,0.8215402151209416,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1067,0.03621463330154183,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1068,0.09948856357156198,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1069,0.02792112484176007,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1070,0.244740375124174,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1071,0.019762760851726652,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1072,0.06507116963000535,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1073,0.2784708282710652,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1074,0.0786583601526919,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1075,0.024749686993232295,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1076,0.09479177238090998,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1077,0.8950941842631149,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1078,0.886836847351598,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1079,0.6257282591486985,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
1080,0.07483037262920332,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1081,0.03227759096254765,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1082,0.1818826060699802,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1083,0.24980644467064925,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1084,0.08981526202669765,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1085,0.04110955841859916,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1086,0.992982923541845,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1087,0.05723086811580737,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1088,0.2016609858219797,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1089,0.4562832830741239,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
1090,0.3379619582793034,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
1091,0.17070743186495224,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1092,0.9649330635977633,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1093,0.16532725356742872,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1094,0.32008872843396163,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
1095,0.04791864379951375,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1096,0.9945030477191742,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1097,0.9995155970019316,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1098,0.3759982751703777,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Graduate
1099,0.1046310565873798,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1100,0.016901353448544664,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1101,0.03345729612956194,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
1102,0.9909412690673484,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1103,0.63403010962178,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
1104,0.19469936271812066,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1105,0.20336048393655826,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1106,0.5471779737138627,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
1107,0.3309732560650107,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
1108,0.135776458967618,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1109,0.9042805317325582,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1110,0.21857001301685863,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1111,0.012946555455656813,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1112,0.05068505646815434,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1113,0.08383804270659159,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1114,0.6161301583320291,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
1115,0.03366673047735333,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1116,0.0302057836604842,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1117,0.9951393144947559,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1118,0.05930082527330185,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1119,0.5143860672135508,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
1120,0.06655018666810729,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1121,0.24243777221509344,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1122,0.05877804722939731,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1123,0.1771512109630283,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1124,0.1160348498412292,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1125,0.11045350520381694,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1126,0.1554598374205701,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1127,0.10714901368754844,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1128,0.6461572721635493,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Graduate
1129,0.02908325745807326,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1130,0.05687423200468973,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1131,0.015350742078930581,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1132,0.35785399950340285,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Graduate
1133,0.09243703151821515,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1134,0.012423470201576487,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1135,0.997683555347872,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1136,0.9800422299444269,1,High,"Start proactive outreach within 72 hours and connect the student to academic, advising, and financial support.",Dropout
1137,0.06148710479698633,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1138,0.3372083957901643,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
1139,0.11549535634797299,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1140,0.024280905917599828,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1141,0.06725869057718233,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1142,0.30615465133374975,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1143,0.14048211162078217,0,Low,Continue routine monitoring and reinforce the student's current supports.,Dropout
1144,0.1003813193369296,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1145,0.2568166058833486,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1146,0.07522080505182009,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1147,0.157451634482553,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1148,0.1975795931782884,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1149,0.29532718678268816,0,Low,Continue routine monitoring and reinforce the student's current supports.,Enrolled
1150,0.05164811065012653,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1151,0.0502786312113962,0,Low,Continue routine monitoring and reinforce the student's current supports.,Graduate
1152,0.6323586867136333,1,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Dropout
1153,0.3386970517464978,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
1154,0.3848455761420386,0,Medium,"Schedule a check-in within two weeks and review attendance, coursework, and advising needs.",Enrolled
